,Pedigree information,,,,,,Maturity indicators,,,,,,,,Disease resistance (1-5),,,,,,,,,,,,,,Insect resistance,,,,,Herbicide,Plant characteristics,,,,,,,,,,,,,Ear characteristics,,,,,,Grain characteristics,,,,,,,Combining ability for yield,,,,,,,Descriptive Remarks,,
499,CL-RCW39,RCW,(CL-04345*CML274)B-15-1-2-B*4,(CL04345/CML274)-B-15-1-2-B,,Lowland,Late/Interm,,,,,,81,80,2.8,,2.3,,,,,,,,,,,1.8,,,,,,,183,,90,,,3.0,2.0,,2.0,,,,,,2.4,,,,,W,SD,,,,,,,,,,,B,CML495,,"November, 2005",
500,CL-RCW42,RCW,(CML273*CML401)-B-16-1-1-B*5,(CML273/CML401)-B-16-1-1-B,,Lowland,Late/Interm,,,,,,82,82,2.0,,3.1,,,,,,,,,,,2.7,,,,,,,186,,98,,,3.0,2.0,,2.0,,,,,,2.5,,,,,W,SD,,,,,,,,,,,AB,"CML-449,CML494,CML448",,"November, 2005",
501,CL-RCY005,RCY,(CL-02709xV)-BBB-1-1-B*9,(CL02709/V)-B*3-1-1-B,,Lowland,Late/Interm,,,,,,87,87,2.6,,3.0,,,,,,,,,,,2.0,,,,,,,141,,78,,,2.5,2.5,,2.0,,,,,,2.8,,,,,Y,SF,,,,,,,,,,,B,"CL-02450,CL-SCBY03,CL-RCY007",,"November, 2005",
502,CLQ-RCWQ50,RCWQ,(CML-176*CML-264)-16-2-3-2-B*4,(CML176/CML264)-16-2-3-2-B,,Lowland,Late/Interm,,,,,,80,79,2.5,,2.2,,,,,,,,,,,2.6,,,,,,,168,,81,,,1.8,2.0,,2.5,,,,,,3.1,,,,,W,D,,,,,,,,,,,AB,"CML491,CML144,CML492",,"November, 2005",
503,CML264Q,POP21,(CML176*CML264)-BxCML264)-7-1xCML264]xCML264-F2(65)-B*4,((((CML176/CML264)-B/CML264)-7-1/CML264)/CML264)-F2-65-B,,Lowland,Late/Interm,,,,,,80,80,2.5,,3.0,,,,,,,,,,,2.7,,,,,,,134,,59,,,1.0,1.5,,1.0,,,,,,3.5,,,,,W,F,,,,,,,,,,,B,"CML491,CML150,CML159",,"November, 2005",
504,CZL99014,Recycled,[COMPE2/P43SR//COMPE2]F#-20-1-1-B-1-BB-6-BB,(COMPE2/P43SR//COMPE2)-FS20-1-1-B-1-B-B-6-B,,Africa MA/ST,Early/Interm,,,,,,76,,2.0,,,,,,,,,,2.5,,,,,,,,,,158,,72,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,AB,"CML202,CML440,CML442,CZL02007",,"November, 2005",
505,CZL02003,Recycled,[92SEW2-77/[DMRESR-W]EarlySel-#I-2-4-B/CML386]-B-11-3-B-2-#-BB,(92SEW2-77/DMRESRWEARLYSEL-#-L-2-4-B/CML386)-B-11-3-B-2-B,,Africa MA/ST,Early/Interm,,,,,,69,,2.3,,,,,,,,,,1.5,,,,,,,,,,128,,64,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,A,"CML395,CML444",,"November, 2005",
506,CZL02007,Katumani,[EarlyMid1/KatumaniSR]-#-169-2-4-B-1-#-B,(EARLYMID1/KATUMANISR)-#-169-2-4-B-1-B,,Africa MA/ST,Early/Interm,,,,,,65,,2.0,,,,,,,,,,2.0,,,,,,,,,,150,,60,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,B,"CML312,CML442,CZL99014,CZL03005",,"November, 2005",
507,CZL03003,"K64R,G16,CML390",[[[K64R/G16SR]-39-1/[K64R/G16SR]-20-2]-5-1-2-B*4/CML390]-B-38-1-B-7-#-BB,(((K64R/G16SR)-39-1/(K64R/G16SR)-20-2)-5-1-2-B/CML390)-B-38-1-B-7-B,,Africa MA/ST,Early/Interm,,,,,,70,,2.5,,,,,,,,,,2.5,,,,,,,,,,152,,66,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,B,"CML312,CML442,CML444",,"November, 2005",
508,CZL03004,Recycled,[89[G27/TEWTSRPool]#-278-2-XB/[COMPE2/P43SR//COMPE2]F#-20-1-1]-B-32-2-B-4-#-2-BB,((G27/TEWTSRG)-#-278-2-X-B/(COMPE2/P43SR//COMPE2)-FS20-1-1)-B-32-2-B-4-#-2-B,,Africa MA/ST,Early/Interm,,,,,,73,,2.5,,,,,,,,,,2.5,,,,,,,,,,137,,58,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,A,"CML395,CML444",,"November, 2005",
509,CZL03005,Recycled,[92SEW1-2/[DMRESR-W]EarlySel-#L-2-1-B/CML386]-B-22-1-B-4-#-1-BB,(92SEW1-2/DMRESRWEARLYSEL-#-L-2-1-B/CML386)-B-22-1-B-4-#-1-B,,Africa MA/ST,Early/Interm,,,,,,69,,2.0,,,,,,,,,,2.0,,,,,,,,,,160,,75,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,A,"CML395,CML444,CML202,CML312,CML216,CZL99014",,"November, 2005",
510,CZL03006,Suwan,SW89300-1P5S2-5-##1-6-BB,SW89300-1-5-B-B-5-#-#-1-6-B,,Africa MA/ST,Early/Interm,,,,,,78,,2.2,,,,,,,,,,2.5,,,,,,,,,,147,,64,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,A,"CML395,CML444,CML393",,"November, 2005",
511,CZL03018,Recycled,[CML389/CML176]-B-29-2-2-1-B,(CML389/CML176)-B-29-2-2-1-B,,Africa MA/ST,Early/Interm,,,,,,75,,3.3,,,,,,,,,,3.5,,,,,,,,,,128,,59,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,B,"CML144,CML159,CZL03016",,"November, 2005",
512,CML78 IR,,G32C19H32-1-#2-B-###-3-B,G32-C19-HS32-1-#-2-B-#*3-3-B,,Subtropical,Interm,,1030,,,,,,,,,3.5,,,,,,,,,,1.5,,,,2.3,2.7,Yes,,Avg,,Low,,1.0,,,,,,,,,,,,,,W,SD,No,,,,,,2.0,,,,A,,"Imidazolinone resistant, Lodging","March, 2009",
513,CML202 IR,,ZSR923S4BULK-5-1-BB,ZSR923-B*4-5-1-B,,Africa MA/ST,Late,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,80,,0.57,,,,,,,,,,,,,,,W,SD,No,,,,,,,,,,B,,"Imidazolinone resistant, MSV, E. turcicum, P. sorghi","March, 2009",
514,CML204 IR,,[7794]-SELF-4-1-S9-1-4-7-4-5-BB,7794-4-1-B*9-1-4-7-4-5-B,,Africa MA/ST,Late,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,100,,0.63,,,,,,,,,,,,,,,W,D,No,,,,,,,,,,B,,"Imidazolinone resistant, MSV, E. turcicum, P. sorghi","March, 2009",
515,CML247 IR,,(G24F119/G24F54)-6-4-1-1-BB-F,(G24-F119/G24-F54)-6-4-1-1-B,,Lowland,Late,,963,,,,64,65,1.8,,1.4,,,,,,,,,,,1.7,,,,3.6,,Yes,168,,,,,2.5,2.5,,3.0,,,,,,2.5,3.0,14.0,1.0,,W,SD,No,,,,,,2.0,,,,A,"POP22, 23, 25, 29, 32, 43","Imidazolinone resistant, CSS, GLS","March, 2009",
516,CML254 IR,,TUXSEQ-149-2-BBB-##-1-BB-F,TUXPSEQ-149-2-B*3-#-#-1-B,,Lowland,,,918,,,,63,62,2.7,,1.5,,,,,,,,,,,1.5,,,,2.9,,Yes,193,,,,,2.5,2.5,,3.5,,,,,,2.2,3.5,8-10,1.0,,W,SD,No,,,,,,2.0,,,,B,"POP25, 32, 43; POOL23, 24","Imidazolinone resistant, ","March, 2009",
517,CML312 IR,,S89500F2-2-2-1-1-B*5,S89500-F2-2-2-1-1-B,,Subtropical,Interm,,995,,,,,,,2.0,,1.9,,,,,,,5.0,,,3.0,,,,,,Yes,183,,,,,,,,2.5,,,,,,,,,,,W,SF,No,,,,,,1.0,,,,A,"CML313, 314, 315, 321","Imidazolinone resistant, GLS, E turcicum","March, 2009",
518,CML373 IR,,P43SR-4-1-1-2-1-B-8-1-BBB,P43SR-4-1-1-2-1-B-8-1-B,,Subtropical,Interm,,,,,,,,,2.0,,3.0,,,,,,,,,,2.5,,,,,,Yes,160,,,,,,,,2.0,,,,,,,,,,,W,D,No,,,,,,,,,,A,"CML78, 321","Imidazolinone resistant, ","March, 2009",
519,CML384 IR,,P502C1#-771-2-2-1-3-B,P502-C1-771-2-2-1-3-B,,Subtropical,Late,,,,,,,,,1.5,,2.0,,,,,,,,,,1.5,,,,,,Yes,146,,,,,,,,2.5,,,,,,,,,,,W,F,No,,,,,,,,,,B,"CML379, 380, 381, 382, ","Imidazolinone resistant, GLS, E turcicum","March, 2009",
520,CML390 IR,,[EV7992]C1F2-430-3-3-3-B-7-B*4,EV7992-C1-F2-430-3-3-3-B-7-B,,Africa MA/ST,Interm,,,,,,77,,,,,1.5,,1.3,,4.0,,,1.0,,,2.5,,,,,,Yes,190,,,,,,,,,,,,,,,,,,3.3,W,F,No,,,,,,,,,,A,,"Imidazolinone resistant, MSV","March, 2009",
521,CML395 IR,,90323(B)-1-B-1-B*4,90323B-1-B-1-B,,Africa MA/ST,Late,,,,,,81,,,,,1.8,,2.0,,2.0,,,1.8,,,1.8,,,,,,Yes,190,,,,,,,,,,,,,,,,,,3.3,W,SF,No,,,,,,,,,,B,,"Imidazolinone resistant, Drought, Low N, MSV","March, 2009",
522,CML444 IR,,P43C9-1-1-1-1-1-BBBB,P43-C9-1-1-1-1-1-B,,Africa MA/ST,Late,937,,1005,,,82,,,3.1,,1.5,,2.0,,,,,2.2,,,1.7,,,,,,Yes,144,,81,,0.56,,,,,,,,,,,,,2.0,,W,SD,No,,,,,,1.0,1.5,2.0,,B,"CML197, 312, 440, 442, 443","Imidazolinone resistant, Drought, Low N, MSV","March, 2009",
523,CML445 IR,,[[TUXPSEQ]C1F2/P49SR]F2-45-7-5-1-BBB,(TUXPSEQ-C1-F2/P49SR)-F2-45-7-5-1-B,,Africa MA/ST,Interm,870,,935,,,76,,,1.4,,1.3,,1.8,,,,,3.0,,,2.4,,,,,,Yes,151,,73,,0.48,,,,,,,,,,,,,1.5,,W,SD/SF,No,,,,,,1.0,1.5,1.5,,AB,"CML202, 206, 312, 395","Imidazolinone resistant, Drought, Low N","March, 2009",
524,CML242 Q,P85,CML 242 QPM BC3-B-B-B-4-B-B,((CML242/CML176)/CML242/CML242/CML242)QPM-B*3-4-B,CML242QPMBC3-BBB-4-BB,Highland,Early,,,,790,796,,,,2.0,,2.5,,,,,,,,,,2.0,,,,,,,147,,75,,0.51,,,2.0,1.0,,G,,,,2.5,,,,2.3,W,SF,Yes,12.2,0.1,,0.9,,2.0,,,,A,CML 246,,"March, 2009",
525,CML244 Q,P85,CML 244 QPM BC3-1-B-1-B-B,((CML244//CML176)/CML244/CML244/CML244)QPM-1-B-1-B,CML244QPMBC3-1-B-1-BB,Highland,Early,,,,842,842,,,,2.5,,2.0,,,,,,,,,,1.5,,,,,,,135,,70,,0.52,,,2.0,1.0,,G,,,,2.0,,,,3.5,W,SD,Yes,12.3,0.8,,0.6,,1.0,,,,A,CML 349,,"March, 2009",
526,CML246 Q,P800,CML 246 QPM BC3-B-B-B-3-B-B,((CML246//CML176)/CML246/CML246/CML246)QPM-B*3-3-B,CML246QPMBC3-BBB-3-BB,Highland,Early,,,,824,821,,,,1.0,,2.5,,,,,,,,,,3.0,,,,,,,107,,55,,0.51,,,2.5,1.0,,G,,,,3.0,,,,3.0,W,SD,Yes,11.8,0.1,,0.6,,2.0,,,,B,CML 242,,"March, 2009",
527,CML349 Q,,CML 349 QPM BC3-B-B-B-4-B,((CML349/CML176)/CML349/CML349/CML349)QPM-B*3-4-B,CML349QPMBC3-BBB-4-B,Highland,Early,,,,842,847,,,,2.0,,3.0,,,,,,,,,,2.5,,,,,,,125,,70,,0.56,,,3.0,4.0,,PG,,,,3.0,,,,1.5,W,SD,Yes,11.3,0.1,,0.9,,1.0,,,,B,"CML 239, CML 240, CML 241",,"March, 2009",
528,CML352 Q,,CML 352 QPM BC3-1-BTL-3-1TL-B-BTL-B-B-13-B-B,((CML352/CML176)/CML352/CML352/CML352)QPM-1-BTL-3-1TL-B-BTL-B-B-13-B,CML352QPMBC3-1-BTL-3-1TL-BBTL-BB-13-BB,Highland,Early,,,,833,825,,,,2.0,,2.5,,,,,,,,,,2.0,,,,,,,153,,70,,0.46,,,2.5,2.0,,G,,,,2.0,,,,2.5,W,SF,Yes,12.7,0.1,,0.9,,1.0,,,,A,CML 356,,"March, 2009",
529,CML354 Q,P85,CML 354 QPM BC3-B-B-B-11-B-B,((CML354/CML176)/CML354/CML354/CML354)QPM-B*3-11-B,CML354QPMBC3-BBB-11-BB,Highland,Early,,,,771,756,,,,2.0,,2.5,,,,,,,,,,2.0,,,,,,,146,,68,,0.47,,,2.0,2.0,,G,,,,2.0,,,,2.5,W,SD,Yes,14.6,0.1,,0.8,,2.0,,,,A,"CML 239, CML 353",,"March, 2009",
530,CLA135,SA8,SA8C3HC114-5-2-5-4-3-2-3-B-B-B-B-B,SA8-C3-FS114-5-2-5-4-3-2-3-B,SA8C3HS114-5-2-5-4-3-2-3-B*5,South America LT,Intermediate,,,,,,65,65,,,,,,2.3,,,2.1,2.5,,,,1.5,,,,,,,149,,78,,0.52,2.0,,2.1,,,,,,1.5,1.4,,,,2.3,W,F,No,,,,,0.27,,,,1.0,,,Acid soil tolerant,"March, 2009",
531,CLA170,SA6,SA6C4HC10-11-2-4-3-2-B-B-B-B,SA6-C4-FS10-11-2-4-3-2-B,SA6C4HS10-11-2-4-3-2-B*4,South America LT,Late,,,,,,69,68,,,,,,1.9,,,1.8,3.7,,,,3.0,,,,,,,135,,71,,0.52,2.0,,2.4,,,,,,2.0,1.8,,,,2.3,W,SF,No,,,,,0.42,,,,2.0,,,Acid soil tolerant,"March, 2009",
532,CLA176,SA6,SA6C4HC1-8-2-3-3-1-B-B-B,SA6-C4-FS1-8-2-3-3-1-B,SA6C4HS1-8-2-3-3-1-B*3,South America LT,Late,,,,,,69,68,,,,,,1.6,,,1.7,2.4,,,,3.0,,,,,,,135,,61,,0.45,3.0,,2.2,,,,,,1.5,2.4,,,,1.7,W,SF,No,,,,,0.16,,,,1.0,,,Acid soil tolerant,"March, 2009",
533,CLA91,SA4,SA4C4HC19-3-2-2-2-3-4-3-B-B-B-B,SA4-C4-FS19-3-2-2-2-3-4-3-B,SA4C4HS19-3-2-2-2-3-4-3-B*4,South America LT,Intermediate,,,,,,65,65,,,,,,,,,3.4,1.3,,,,1.5,,,,,,,137,,73,,0.53,3.0,,2.7,,,,,,5.0,2.2,,,,1.3,Y,SF,No,,,,,0.96,,,,2.0,,,Acid soil tolerant,"March, 2009",
534,CLA95,SA4,SA4C4HC40-7-1-2-2-1-2-1-B-B-B-B,SA4-C4-FS40-7-1-2-2-1-2-1-B,SA4C4HS40-7-1-2-2-1-2-1-B*4,South America LT,Intermediate,,,,,,66,66,,,,,,,,,1.9,1.5,,,,2.0,,,,,,,179,,98,,0.55,3.0,,2.3,,,,,,4.0,2.3,,,,2.0,Y,SF,No,,,,,1.23,,,,1.0,,,Acid soil tolerant,"March, 2009",
535,CLA105,SA4,SA4C4HC86-13-1-2-5-2-1-2-B-B-B-B,SA4-C4-FS86-13-1-2-5-2-1-2-B,SA4C4HS86-13-1-2-5-2-1-2-B*4,South America LT,Intermediate,,,,,,65,64,,,,,,,,,3.5,1.3,,,,2.5,,,,,,,150,,74,,0.49,3.0,,2.0,,,,,,3.0,2.1,,,,1.8,Y,SF,No,,,,,1.30,,,,1.0,,,Acid soil tolerant,"March, 2009",
536,CZL076,Recycled,[CML442/CML197//[TUXPSEQ]C1F2/P49-SR]F2-45-7-3-2-BBB]-2-1-1-2-1-BB,(CML442/CML197//(TUXPSEQ-C1-F2/P49SR)-F2-45-7-3-2-B)-2-1-1-2-1-B,[CML442/CML197//[TUXPSEQ]C1F2/P49-SR]F2-45-7-3-2-BBB]-2-1-1-2-1-BB,Africa MA/ST,Late,,,,,,80,,,2.0,,1.8,,,,,,,1.8,,,2.0,,,,,,,171,,89,,0.52,1.0,,,,,,,,,2.0,,,,,W,SF,No,,,,,,1.0,1.5,1.0,,A,"CML202, CML312, CML395, CML444, CML488",Drought and low N tolerant,"March, 2009",
537,CZL0617,,MAS[206/312]-23-2-1-1-B*5,MAS(CML206/CML312)-23-2-1-1-B,MAS[206/312]-23-2-1-1-B*5,Africa MA/ST,Intermediate,,,,,,75,,,1.5,,2.0,,,,,,,.,,,2.5,,,,,,,180,,90,,0.50,1.5,,,,,,,,,2.5,,,,,W,SF/SD,No,,,,,,2.0,3.0,1.0,,A,"CML395, CML444, CML488, CML489",Low N tolerant,"March, 2009",
538,CZL04006,ZM621,ZM621A-10-1-1-1-2-B*6,ZM621A-10-1-1-1-2-B,ZM621A-10-1-1-1-2-B*6,Africa MA/ST,Intermediate,,,,,,74,,,2.0,,2.3,,,,,,,2.8,,,2.0,,,,,,,185,,84,,0.45,2.5,,,,,,,,,2.0,,,,,W,SD,No,,,,,,3.0,2.0,2.0,,A,"CML312, CML395, CML440, CML444, CML488, CML489",Drought and low N tolerant,"March, 2009",
539,CZL03014,,MAS[MSR/312]-117-2-2-1-B*4,MAS(MSR/CML312)-117-2-2-1-B,MAS[MSR/312]-117-2-2-1-B*4,Africa MA/ST,Early/Interm,,,,,,71,,,,,,,,,,,,2.3,,,,,,,,,,150,,73,,0.49,1.5,,,,,,,,,2.2,,,,,W,SF/SD,No,,,,,,2.0,3.0,2.0,,A,"CML395, CML444, CML488",Partially MSV resistant version of CML312,"March, 2009",
540,CZL00009,,INTA-F2-192-2-1-1-1-B,,,Africa MA/ST,Early,721,710,721,,710,63,62,,1.5,,1.5,,1.0,,,,,2.0,,,,,,,,,,135,,56,,0.41,1.0,,1.5,,,,,,1.0,,,,,2.3,W,SF/SD,No,,,,,,,,,,A,"CML395, CML444","Excellent plant type and resistant to MSV, turcicum, rust and GLS. Negative ASI, drought tolerant, early maturing. Producible as male or female. Constituent of promising hybrid CZH0524.","August 20, 2013",
541,CZL0717,,ZEWB-C1-F2-216-2-2-B,,,Africa MA/ST,Early,756,767,756,,767,66,67,,2.0,,2.5,,2.5,,,,,1.5,,,3.5,,,,,,,151,,73,,0.49,2.0,,,,,,,,1.0,,,,,2.5,W,F,No,,,,,,,,,,B,"CML312, ZEWA","Early maturing, excellent white flint, drought tolerant.  Resistant to MSV. Constituent of OPV ZM309 released in several African countries.","August 20, 2013",
542,CZL0723,,ZEWA-C1-F2-219-4-3-B,,,Africa MA/ST,Early,744,744,744,,744,65,65,,2.5,,2.5,,2.0,,,,,1.5,,,5.0,,,,,,,142,,71,,0.50,2.0,,,,,,,,1.0,,,,,2.0,W,SF,No,,,,,,,,,,A,"CML395, CML444, ZEWB","Early maturing, drought tolerant. Resistant to MSV. Constituent of OPV ZM309  released in several African countries. Producible as male or female parent.","August 20, 2013",
543,CKL05003,,[CML202/CML395-6]-B-B-2-1-B,,,Africa MA/ST,Late,1107,1147,1107,,1147,82,85,,2.0,,1.5,,2.5,,,,,2.5,,,2.0,,,,,,,171,,84,,0.49,2.0,2.0,2.5,2.0,3.0,,,,2.0,,,,,2.5,W,SD,No,,,,,1.02,2.0,4.0,,,B,"CML442, CML444, CKL05005, CKL05017","Late maturing. Resistant to E. turcicum. Tolerant to MSV, GLS, and Diplodia ear rot.  Excellent combining ability. Producible as male or female parent.","August 20, 2013",
544,CZL0610,,[(CML395/CML444)-B-4-1-3-1-B/CML444//[[TUXPSEQ]C1F2/P49-SR]F2-45-7-1-2-B]-2-1-2-2-B,,,Africa MA/ST,Intermediate,828,828,828,,828,72,72,,1.5,,1.6,,1.2,,,,,2.0,,,2.0,,,,,,,127,,62,,0.51,1.5,2.0,2.5,3.0,2.0,,,,1.0,,,,,2.4,W,SD,No,,,,,6.11,2.5,2.5,1.0,,B,"CML488, CML202, CML443, CML312","MSV, ET, GLS, PLS, PS, Low N. Moderate to high levels of resistance and tolerance to common Mid-Altitude foliar diseases. Moderate to good combining ability especially under drought and low N stress. Good per se productivity and grain type. Producible as male or female. ","August 20, 2013",
545,CZL0619,,[CML312/CML445//[TUXPSEQ]C1F2/P49-SR]F2-45-3-2-1-B]-1-2-1-1-2-B,,,Africa MA/ST,Early,759,747,759,,747,66,65,,1.4,,1.8,,1.3,,,,,2.5,,,2.0,,,,,,,136,,71,,0.53,1.5,2.5,2.5,3.5,2.5,,,,1.0,,,,,3.9,W,D,No,,,,,6.30,2.5,1.0,1.0,,A,"CML488, CML395, CML443, CML441, CML548","MSV, ET, GLS, PLS, PS, Low N, Drought.  High levels of tolerance to common Mid-Altitude foliar diseases. Excellent combining ability especially under low N stress. Good per se productivity and dent grain type. Early-maturing. May be best used as male","August 20, 2013",
546,CZL0713,,[SYN-USAB2/SYN-ELIB2]-12-1-1-1-B,,,Africa MA/ST,Intermediate,840,839.5,840,,839.5,73,73,,2.8,,2.0,,1.2,,,,,2.8,,,1.2,,,,,,,147,,79,,0.49,2.0,1.5,2.0,3.5,2.5,,,,1.0,,,,,4.5,W,SF,No,,,,,5.90,2.0,2.5,1.5,,B,"CML197, CML202, CML312, CML488","MSV, GLS, Low N.  Large white semi-flint kernels, excellent per se productivity, good combiner under optimum conditions and abiotic stresses, good standability and adequate levels of resistance to common mid-altitude foliar and ear disease.  Producible as male or female.","August 20, 2013",
547,CZL00003,,DRB-F2-60-1-1-1-B,,,Africa MA/ST,Intermediate,828,851,828,,851,72,74,,2.5,,2.0,,1.5,,,,,3.0,,,1.5,,,,,,,142,,68,,0.48,2.0,1.5,1.5,4.0,2.0,,,,1.0,,,,,1.7,W,SF,No,,,,,7.29,1.0,1.0,2.5,,B,"CML197, CML202, CML488, CML312, CML444","ET, GLS, PLS, Drought. Strengths:  Large white semi-flint grains. Good general combiner across optimum and abiotic stresses. Resistance to most common foliar and ear diseases. Average per se productivity. Excellent standability. Weak for common rust and MSV. May be best used as female","August 20, 2013",
548,CZL054,,ZM523A-16-2-1-1-B,,,Africa MA/ST,Intermediate,863,874,863,,874,75,76,,1.2,,1.3,,2.4,,,,,2.0,,,1.5,,,,,,,140,,61,,0.45,1.5,2.0,2.0,3.5,2.5,,,,1.5,,,,,3.3,W,SF,No,,,,,7.10,1.5,1.0,3.0,,A,"CML489, CML444, CML312, CML197, CML545","MSV, ET, GLS, PLS, PS, Drought. Strengths:  Moderate resistance to MLN. Large white semi-flint grains. Good general combiner across optimum and abiotic stresses. Resistance to most common foliar and ear diseases. Excellent per se productivity. Excellent standability. Producible as male or female.","August 20, 2013",
549,CLWRCW105,,(CML498 x CL-RCW36)-B-23-2-2-B-B-B-2-1,,,Lowland- Latin Am. tropics,Late,964,968,964,,968,96,96,,,,1.6,,,,,,,,,, ,,,,,,,157,,66,,0.42,1.5,1.6,2.1,1.0,2.0,G,YG,P,1.0,,,,,4.2,W,SD,No,,,,,0.65,,,,,A,"CML494, CML498, CML550","Excellent overall combining ability in optimal, low N, and drought conditions. High per se yield; can be used as single-cross seed parent. Line can be used as both male and female parent.","August 20, 2013",
550,CLWN201,,P25 (HSRRS) C1-246-3-1-2-1-B-B-B-1,,,Lowland- Latin Am. tropics,Intermediate/Late,923,938,923,,938,91,92,,,,1.6,,,,,,,,,,,,,,,,,120,,42,,0.35,1.5,1.6,2.4,3.5,2.5,G,YG,Y,3.0,,,,,4.7,W,F,No,,,,,0.03,,,,,B,"CML495, CML549, CML552","Excellent combining ability under low N and drought, but average under optimal conditions. Poor under high density. Moderate susceptibility to maydis leaf blight and TLB. Good flint grain texture. Good per se producibility. Can be used as low-N tolerant donor.  ","August 20, 2013",
551,CL02720,,P27(FRRS)C1-18-B-1-1-B,,,Lowland- Latin Am. tropics,Late,931,951,931,,951,94,96,,,,2.7,,,,,,,,,,,,,,,,,149,,53,,0.36,3.0,1.7,2.1,3.0,3.0,G,YG,Y,2.0,,,,,3.7,Y,F,No,,,,,1.16,,,,,B,"CML286, CLRCY017, CLRCY041","Excellent combining ability across optimal and stressed conditions. Good per se yield, but susceptibile to TLB and stem lodging.  More suited as a seed parent than as a male parent. ","August 20, 2013",
552,CLRCW99,,(CML495xCML401)-B-6-B-1-B,,,Lowland- Latin Am. tropics,Late,940,946,940,,946,94,95,,,,2.4,,,,,,,,,,,,,,,,,146,,50,,0.34,3.0,1.9,2.5,1.0,2.0,G,YG,Y,1.0,,,,,3.6,W,SF,No,,,,,0.57,,,,,A,"CML494, CML550, CLWN247","Excellent combining ability under optimal and high density conditions, below average combining ability under low N, and average combining ability under drought stress. Test crosses have some susceptibility to ear rot. ","August 20, 2013",
553,CLWN206,,(CML264 x CLRCW41)-B-17-1-B-B-B-1-B,,,Lowland- Latin Am. tropics,Late,939,956,939,,956,93,94,,,,1.7,,,,,,,,,,,,,,,,,164,,60,,0.37,3.0,2.2,2.8,2.1,2.0,G,YG,P,2.0,,,,,2.5,W,F,No,,,,,0.75,,,,,A,"CML494, CML550, CLWN247",Excellent combining ability across optimal and abiotically stressed environments.  Low per se yield; usable as pollen parent only. Slightly susceptible to maydis leaf blight.,"August 20, 2013",
554,CLQRCWQ131,,(CML491xCLQ-RCWQ13)-B-18-1-B-1-1-B,,,Lowland- Latin Am. tropics,Late,958,964,958,,964,95,96,,,,1.3,,,,,,,,,,,,,,,,,155,,67,,0.43,3.5,1.7,2.3,4.3,3.0,G,YG,P,2.0,,,,,2.9,W,F,YES,,,,,0.87,,,,,A,"CML503, CLRCWQ130, CLRCWQ122",Excellent combiner across optimal and stressed conditions. Good per se grain yield. Line has good endosperm modification and flint grain type. Tolerant to TLB. Higher than average ear position. Susceptible to stem lodging. Single tassel branch with moderate exersion.,"August 20, 2013",
555,CLQRCWQ26,,H132-28-B-45-1-1-B,,,Lowland- Latin Am. tropics,Intermediate/late,920,927,920,,927,92,93,,,,2.0,,,,,,,,,,,,,,,,,146,,61,,0.42,3.0,2.0,2.5,2.3,2.0,G,YG,P,2.0,,,,,3.5,W,SF,YES,,,,,-0.12,,,,,A,"CML503, CLRCWQ130, CLRCWQ123","Excellent combiner under low N conditions, and good combiner under high density conditions.  Average under optimal, drought, but good for QPM.  Excellent per se yield. Good tassel characteristics. Suitable as seed and pollen parent. Excellent husk cover. Good endosperm modification. ","August 20, 2013",
556,CLQRCWQ123,,(CML502/CLQRCWQ26)-B-39-2-2-B,,,Lowland- Latin Am. tropics,Late,946,937,946,,937,94,94,,,,2.3,,,,,,,,,,,,,,,,,151,,51,,0.34,1.0,2.8,2.0,2.9,2.5,G,YG,P,1.0,,,,,3.9,W,SD,Yes,,,,,0.51,,,,,B,"CML491, CML553, CML554","Excellent overall combining ability. Does well in optimal and stressed (low N and drought) conditions.  Good per se yield, and can be used both as male and female","August 20, 2013",
557,CLQRCWQ48,,(CML-176/CML264)-13-1-1-1-BBBB-10-B,,,Lowland- Latin Am. tropics,Late,941,942,941,,942,94,94,,,,2.2,,,,,,,,,,,,,,,,,151,,58,,0.38,2.0,2.5,2.0,2.2,2.5,G,P,P,1.0,,,,,3.6,W,SF,YES,,,,,1.26,,,,,AB,"CM491, CML554, CML555",QPM with excellent combining ability under optimal conditions. Very good under low N and high density. Line can be used as both male and female parent.  Poor under drought. Good per se yield.,"August 20, 2013",
558,CETL08003,,[POOL9Ac7-SR(BC2)]FS89-1-2-4-2-1-1-1,,,Highland - East Africa,Late,750,766,750,,766,96,98,,1.5,,1.5,,,,,,,,,,,,,,,,,165,,85,,0.52,2.0,,2.2,2.0,2.5,G,,P,1.5,,,,,3.6,W,F,No,,,,,1.20,,,,,AB,"Kitale, Ecuador groups","Adapted to highlands of eastern Africa. Good combining ability and per se performance for grain yield. Resistant to TLB and leaf rust. The line can be used both as male or female parent. Flint grain type, and very good ear characteristics.","August 20, 2013",
