Seq,Inbred Line,Accession,Breeding program,Pop structure,Year Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,,,,,Ped_line
1147,AusTRCF306294  20b,NSL437980,Australia,unclassified,0,0,0,0,0,INBRED,{{{CJ x W64Abm3} x CJ}-8-2-1-2sibbed,,,,,
1148,AusTRCF306295  21b,NSL437981,Australia,unclassified,0,0,0,0,0,INBRED,{{{{CJ x W64Abm3} x CJ}-8-2-1}-3 x CJ}-,,,,,
1149,AusTRCF306296  22b,NSL437982,Australia,unclassified,0,0,0,0,0,INBRED,{{{{CJ x W64Abm3}x CJ}-8-2-1}-3 x CJ}-,,,,,
1150,AusTRCF306297  23b,NSL437983,Australia,unclassified,0,0,0,0,0,INBRED,{{{{CJ x W64Abm3} x CJ}-8-2-1}-4 x CJ}-,,,,,
1151,AusTRCF306301  4c,NSL437987,Australia,unclassified,0,0,0,0,0,INBRED,{{{{CJ x W64Abm3}-2-1-1-3}-6 x CJ}-,,,,,
1152,AusTRCF306302  5c,NSL437988,Australia,unclassified,0,0,0,0,0,INBRED,GP12678 x[{A632bm3 x GP12678}-6-1-2sibbed]}-,,,,,
1153,AusTRCF306303  6c,NSL437989,Australia,unclassified,0,0,0,0,0,INBRED,{GP12678 x[{A632bm3 x GP12678}-6-1-2sibbed]}-,,,,,
1154,AusTRCF306304  7c,NSL437990,Australia,unclassified,0,0,0,0,0,INBRED,{GP12678 x[{A632bm3 x GP12678}-6-1-2sibbed]}-,,,,,
1155,AusTRCF306306  10c,NSL437992,Australia,unclassified,0,0,0,0,0,INBRED,[GP12678 x{A632bm3 x GP12678}]-6-1-1-1sibbed}-3sibbed x GP12678,,,,,
1156,AusTRCF306307  13c,NSL437993,Australia,unclassified,0,0,0,0,0,INBRED,GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-3 x GP12678}-,,,,,
1157,AusTRCF306308  14c,NSL437994,Australia,unclassified,0,0,0,0,0,INBRED,[GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-3 x GP12678}-,,,,,
1158,AusTRCF306309  15c,NSL437995,Australia,unclassified,0,0,0,0,0,INBRED,[GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-3 x GP12678}-,,,,,
1159,AusTRCF306310  16c,NSL437996,Australia,unclassified,0,0,0,0,0,INBRED,[GP12678 x{A632 bm3 x GP12678}]-6-1-1-1sibbed}-4 x GP12678}-,,,,,
1160,AusTRCF306312  18c,NSL437998,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x Gn 14(2)}-2}-,,,,,
1161,AusTRCF306316  23c,NSL438002,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x Gn 14(2)}-,,,,,
1162,AusTRCF306319  4d,NSL438005,Australia,unclassified,0,0,0,0,0,INBRED,A619bm3 x Gn 14(2)}-,,,,,
1163,AusTRCF306321  6d,NSL438007,Australia,unclassified,0,0,0,0,0,INBRED,{OH43bm3 x Gn 14(2)}-,,,,,
1164,AusTRCF306322  7d,NSL438008,Australia,unclassified,0,0,0,0,0,INBRED,{OH43bm3 x Gn 14(2)}-,,,,,
1165,AusTRCF306323  9d,NSL438009,Australia,unclassified,0,0,0,0,0,INBRED,{{OH43bm3 x Gn 14(2)}-,,,,,
1166,AusTRCF306324  10d,NSL438010,Australia,unclassified,0,0,0,0,0,INBRED,{{OH43bm3 x Gn 14(2)}-,,,,,
1167,AusTRCF306327  13d,NSL438013,Australia,unclassified,0,0,0,0,0,INBRED,{A632bm3 x Gn 16(2)}-,,,,,
1168,AusTRCF306333  19d,NSL438019,Australia,unclassified,0,0,0,0,0,INBRED,{{Gn79 x W64Abm3}x GN79}-,,,,,
1169,AusTRCF306335  21d,NSL438021,Australia,unclassified,0,0,0,0,0,INBRED,{W64Abm3 x Gn32}-,,,,,
1170,AusTRCF306336  22d,NSL438022,Australia,unclassified,0,0,0,0,0,INBRED,{W64Abm3 x Gn32}-,,,,,
1171,AusTRCF306337  23d,NSL438023,Australia,unclassified,0,0,0,0,0,INBRED,{W64Abm3 x Gn32}-,,,,,
1172,AusTRCF306343  6e,NSL438029,Australia,unclassified,0,0,0,0,0,INBRED,{A619bm3 x Gn33}-,,,,,
1173,AusTRCF306344  8e,NSL438030,Australia,unclassified,0,0,0,0,0,INBRED,{A619bm3 x Gn33}-,,,,,
1174,AusTRCF306345  9e,NSL438031,Australia,unclassified,0,0,0,0,0,INBRED,{A619bm3 x Gn33}-,,,,,
1175,AusTRCF306346  10e,NSL438032,Australia,unclassified,0,0,0,0,0,INBRED,A619bm3 x Gn33}-,,,,,
1176,AusTRCF306347  12e,NSL438033,Australia,unclassified,0,0,0,0,0,INBRED,{A632bm3 x GP12678}-3 x Gn22wx]-2-2-1-1-1 [A632bm3 x GP12678}-3 x Gn22wx]-,,,,,
1177,AusTRCF306348  13e,NSL438034,Australia,unclassified,0,0,0,0,0,INBRED,[A632bm3 x Gp12678}-3 x Gn22wx]-2-2-1-2-1 [A632bm3 x GP12678}-3 x Gn22wx]-,,,,,
1178,AusTRCF306350  15e,NSL438036,Australia,unclassified,0,0,0,0,0,INBRED,A619bm3 x Gn23wx)-4-1-2-1-1 [A632bm3 x GP12678}-3 x Gn22wx]-,,,,,
1179,AusTRCF306351  16e,NSL438037,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-1-1-1-1 {{A619bm3 x HB}-2 sibbed-2 sibbed x HB}-,,,,,
1180,AusTRCF306352  17e,NSL438038,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-,,,,,
1181,AusTRCF306353  18e,NSL438039,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-2-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-,,,,,
1182,AusTRCF306354  19e,NSL438040,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-2-1-3-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB},,,,,
1183,AusTRCF306355  20e,NSL438041,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x HB}-2sibbed-2sibbed x HB}-3-2-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-,,,,,
1184,AusTRCF306356  22e,NSL438042,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x HB(2)}-6}-3-1-1-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-,,,,,
1185,AusTRCF306357  23e,NSL438043,Australia,unclassified,0,0,0,0,0,INBRED,{{A619bm3 x HB(2)}-6}-3-1-1-2-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-,,,,,
1192,B-15DENTSTERILE,PI340841,Iowa,unclassified,0,0,0,0,0,INBRED,'South American Pop' crossed to an unnamed variety.,,,,,
1207,B41,NSL30046,Other,unclassified,0,0,0,0,0,INBRED,3rd cycle Wf9 X Central American Variety + C.I.187-2,,,,,
1210,B-4541,PI340838,Iowa,unclassified,0,0,0,0,0,INBRED,selection from a white rice popcorn crossed to unnamed variety,,,,,
1288,BAIIIIb-6,BAIIIIb-6,Other,unclassified,0,0,0,0,0,0,0,,,,,
1289,BAIIIId-2,BAIIIId-2,Other,unclassified,0,0,0,0,0,0,0,,,,,
1290,BAITOUSHUANGIN.JI095,PI405711,China,unclassified,0,0,0,0,0,0,0,,,,,
1293,Bei10=North10,Ames2332,China,unclassified,0,0,0,0,0,0,0,,,,,
1294,BO385Y,PI591014,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1295,BO394Y,PI591015,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1296,BO46W,PI591022,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1297,BO9,PI601007,Other,unclassified,0,0,0,0,0,0,0,,,,,
1298,BR-22,PI340858,Other,unclassified,0,0,0,0,0,0,0,,,,,
1299,BR-28INBR.FR.YEL.PEARL,PI340861,Other,unclassified,0,0,0,0,0,0,0,,,,,
1300,B-WHO-201,PI340839,Other,unclassified,0,0,0,0,0,0,0,,,,,
1305,C410-1F11INBREDHOTNOTCROSSES,PI221820,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1306,C49,Ames28290,Other,unclassified,0,0,0,0,0,0,From Major Goodman NCSU,,,,,
1309,CA-15-1DENTSTERILE,PI340842,Other,unclassified,0,0,0,0,0,0,'South American Pop' crossed to an unnamed variety.,,,,,
1310,CA-15-2DENTSTERILE,PI340843,Other,unclassified,0,0,0,0,0,0,'South American Pop' crossed to an unnamed variety.,,,,,
1311,CG10,Ames24585,Ontario,unclassified,0,0,0,0,0,INBRED,European material,,,,,
1313,CH157,Ames22441,Harrow CA,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,,,,
1314,CH701-30,Ames27069,Harrow CA,unclassified,0,0,0,0,0,INBRED,0,,,,,
1325,CHAN11INBRED,PI405705,China,unclassified,0,0,0,0,0,0,0,,,,,
1326,CHI-41,PI391660,China,unclassified,0,0,0,0,0,0,0,,,,,
1327,CHI-503,PI391667,China,unclassified,0,0,0,0,0,0,0,,,,,
1328,CHI-69INB.,PI405706,China,unclassified,0,0,0,0,0,0,0,,,,,
1329,Chi-tan120,PI427111,China,unclassified,0,0,0,0,0,0,0,,,,,
1339,CI19,Ames26119,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1343,CI20,Ames26120,Other,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,,,,
1347,CI28,Ames26121,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1349,CI28B,Ames26122,Other,unclassified,0,0,0,0,0,0,0,,,,,
1350,CI28C,Ames26123,Other,unclassified,0,0,0,0,0,0,0,,,,,
1362,CI34,Ames26127,Other,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,,,,
1374,CI46,Ames26130,Other,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,,,,
1377,CI4A,Ames28948,Other,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,,,,
1384,CI70,Ames26131,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1385,CI72,Ames26132,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1386,CI74,Ames26133,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1387,CI75,Ames26134,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1388,CI7A,Ames26117,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1393,CI82A,CIze82,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1397,CI83A,CIze83,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1398,CI84B,Ames26136,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1402,CI86B,CIze86,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1406,CI89B,CIze89,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,,,,
1408,CI90C,Ames31534,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1410,CI91BGoodman-Buckler,Ames28365,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1411,CI91C,Ames26137,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1412,CI92,Ames28953,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1443,CM48,Ames22747,Other,unclassified,0,0,0,0,0,INBRED,Selection from Greece,,,,,
1753,CR22INBRED,PI267165,Other,unclassified,0,0,0,0,0,INBRED,Collected in: Former Soviet Union,,,,,
1754,CR2INBRED,PI267164,Other,unclassified,0,0,0,0,0,INBRED,Collected in: Former Soviet Union,,,,,
1766,CUB57c-2,CUB57c-2,Other,unclassified,0,0,0,0,0,INBRED,Unknown Peidgree,,,,,
1767,D940Y,Ames27108,South Africa,unclassified,0,0,0,0,0,INBRED,Unknown Peidgree,,,,,
1768,DABATANGINB.JI0241,PI405712,China,unclassified,0,0,0,0,0,INBRED,0,,,,,
1769,DAJINDINGJI0018,PI405713,China,unclassified,0,0,0,0,0,INBRED,0,,,,,
1789,DelawareExperimentalInbred,Ames27109,Other,unclassified,0,0,0,0,0,INBRED,,,,,,
1798,E2558W,Ames27110,Other,unclassified,0,0,0,0,0,0,0,,,,,
1801,E680-2-1-3S5INBRED,PI221788,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1802,E680-3-1-1S6INBRED,PI221821,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1803,E683-1-2-1S5INBRED,PI221789,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1804,E684-1-1-1S5INBRED,PI221790,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1805,E697-1-1-1S5INBRED,PI221794,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1806,E783-1-2-1S6STS.4222INBRED,PI221822,South Africa,unclassified,0,0,0,0,0,0,0,,,,,
1810,EA1070,EA1070,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1811,EA2000,EA2000,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1812,EA2024,EA2024,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1813,EA2841,EA2841,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1814,EA3076,EA3076,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1815,East028,Ames2330,China,unclassified,0,0,0,0,0,0,0,,,,,
1816,EAST028WHITECOB,Ames14211,China,unclassified,0,0,0,0,0,0,0,,,,,
1817,ECU770b-2,ECU770b-2,Other,unclassified,0,0,0,0,0,0,0,,,,,
1818,Eng-liChih,PI427109,China,unclassified,0,0,0,0,0,0,0,,,,,
1820,EP16,EP16,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1821,EP2,EP2,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1822,EP2008-03,EP2008-03,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1823,EP2008-04,EP2008-04,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1824,EP2008-05,EP2008-05,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1825,EP28,EP28,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1826,EP29,EP29,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1827,EP3,EP3,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1828,EP31,EP31,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1829,EP32,EP32,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1830,EP37,EP37,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1831,EP39,EP39,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1832,EP4,EP4,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1833,EP40,EP40,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1834,EP42,EP42,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1835,EP43,EP43,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1836,EP44,EP44,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1837,EP45,EP45,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1838,EP47,EP47,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1839,EP51,EP51,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1840,EP52,EP52,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1841,EP53,EP53,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1842,EP55,EP55,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1843,EP56,EP56,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1844,EP57,EP57,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1849,EP64,EP64,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1850,EP65,EP65,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1851,EP67,EP67,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1852,EP69,EP69,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1853,EP71,EP71,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1854,EP72,EP72,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1855,EP73,EP73,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1856,EP74,EP74,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1857,EP75,EP75,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1858,EP76,EP76,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1859,EP77,EP77,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1860,EP79,EP79,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1861,EP80,EP80,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1862,EP81,EP81,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1867,EP86,EP86,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1868,EZ1,EZ1,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1869,EZ10,EZ10,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1870,EZ11A,EZ11A,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1871,EZ12,EZ12,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1872,EZ13,EZ13,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1873,EZ14,EZ14,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1874,EZ16A,EZ16A,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1875,EZ17,EZ17,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1876,EZ18,EZ18,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1877,EZ19,EZ19,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1878,EZ2,EZ2,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1879,EZ21,EZ21,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1880,EZ23,EZ23,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1881,EZ24,EZ24,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1882,EZ25,EZ25,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1883,EZ29,EZ29,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1884,EZ3,EZ3,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1885,EZ30,EZ30,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1886,EZ31,EZ31,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1887,EZ32,EZ32,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1888,EZ33,EZ33,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1889,EZ34,EZ34,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1890,EZ37,EZ37,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1891,EZ38,EZ38,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1892,EZ4,EZ4,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1893,EZ46,EZ46,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1894,EZ48,EZ48,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1895,EZ49,EZ49,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1896,EZ5,EZ5,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1897,EZ50,EZ50,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1898,EZ51,EZ51,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1899,EZ52,EZ52,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1900,EZ53,EZ53,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1901,EZ59,EZ59,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1902,EZ6,EZ6,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1903,EZ7,EZ7,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1904,EZ8,EZ8,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1905,EZ9,EZ9,Spain,unclassified,0,0,0,0,0,0,0,,,,,
1908,F2834T,Ames27112,Other,unclassified,0,0,0,0,0,0,0,,,,,
1924,FV181,PI257514,France,unclassified,0,0,0,0,0,0,0,,,,,
1925,G14T133,PI340823,Romania,unclassified,0,0,0,0,0,0,0,,,,,
1926,G15T134,PI340824,Romania,unclassified,0,0,0,0,0,0,0,,,,,
1927,G15T134a,PI340825,Romania,unclassified,0,0,0,0,0,0,0,,,,,
1928,G22T122,PI340821,Romania,unclassified,0,0,0,0,0,0,0,,,,,
1929,G3T5,PI340817,Romania,unclassified,0,0,0,0,0,0,0,,,,,
1930,G3T5a,PI340818,Romania,unclassified,0,0,0,0,0,0,0,,,,,
1931,G6T123,PI340822,Romania,unclassified,0,0,0,0,0,0,0,,,,,
1955,GE293,Ames10258,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1958,GE335,Ames10261,Other,unclassified,0,0,0,0,0,INBRED,0,,,,,
1962,GE72,Ames10255,Other,unclassified,0,0,0,0,0,0,0,,,,,
1994,GEMN-0070,Ames30943,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
1995,GEMN-0071,Ames30944,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
1996,GEMN-0076,Ames30949,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
1997,GEMN-0077,Ames30950,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
1998,GEMN-0081,Ames30954,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
1999,GEMN-0082,Ames30955,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2000,GEMN-0083,Ames30956,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2001,GEMN-0087,Ames30960,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2002,GEMN-0088,PI651530,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2003,GEMN-0089,Ames30961,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2004,GEMN-0090,Ames30962,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2005,GEMN-0094,Ames30963,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2006,GEMN-0095,Ames30964,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2007,GEMN-0096,Ames30965,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2008,GEMN-0097,PI651534,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2009,GEMN-0098,PI651535,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2010,GEMN-0099,Ames30966,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2011,GEMN-0103,GEMN-0103,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2012,GEMN-0104,GEMN-0104,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2013,GEMN-0105,GEMN-0105,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2014,GEMN-0106,GEMN-0106,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2015,GEMN-0107,GEMN-0107,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2016,GEMN-0108,GEMN-0108,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2017,GEMN-0109,GEMN-0109,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2018,GEMN-0110,PI651537,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2019,GEMN-0111,PI651538,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2020,GEMN-0112,PI651539,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2021,GEMN-0114,PI659678,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2022,GEMN-0117,PI651543,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2023,GEMN-0119,Ames31669,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2024,GEMN-0120,Ames31670,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2025,GEMN-0121,GEMN-0121,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2026,GEMN-0122,GEMN-0122,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2027,GEMN-0123,GEMN-0123,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2028,GEMN-0124,Ames31671,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2029,GEMN-0127,GEMN-0127,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2030,GEMN-0128,GEMN-0128,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2031,GEMN-0129,GEMN-0129,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2032,GEMN-0130,GEMN-0130,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2033,GEMN-0131,GEMN-0131,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2034,GEMN-0132,GEMN-0132,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2035,GEMN-0133,GEMN-0133,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2036,GEMN-0134,Ames31673,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2037,GEMN-0135,GEMN-0135,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2038,GEMN-0136,Ames31674,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2039,GEMN-0138,PI658071,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2040,GEMN-0139,PI658072,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2041,GEMN-0140,PI658073,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2042,GEMN-0141,PI658074,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2043,GEMN-0144,PI658076,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2044,GEMN-0145,PI658077,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2045,GEMN-0151,GEMN-0151,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2046,GEMN-0152,GEMN-0152,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2047,GEMN-0153,GEMN-0153,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2048,GEMN-0154,PI658082,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2049,GEMN-0155,PI658083,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2050,GEMN-0156,PI658084,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2051,GEMN-0157,PI658085,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2052,GEMN-0158,PI658086,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2053,GEMN-0159,PI658087,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2054,GEMN-0164,Ames31233,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2055,GEMN-0165,Ames31234,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2056,GEMN-0166,Ames31235,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2057,GEMN-0167,Ames31236,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2058,GEMN-0168,Ames31237,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2059,GEMN-0169,Ames31238,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2060,GEMN-0170,Ames31239,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2061,GEMN-0172,Ames31240,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2062,GEMN-0173,Ames31241,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
2063,GEMN-0174,PI651545,GEM,unclassified,0,0,0,0,0,INBRED,0,,,,,
